Results Table 1
,Specimen number (included),Specimen label,Diameter,Support span,Maximum Force
,,,(mm),(mm),(N)
"","5.1000","1.0616","-0.0006"
"","5.1200","1.0659","-0.0002"
"","5.1400","1.0700","0.0002"
"","5.1600","1.0742","0.0002"
"","5.1800","1.0782","0.0002"
"","5.2000","1.0822","-0.0003"
"","5.2200","1.0864","-0.0006"
"","5.2400","1.0907","0.0000"
"","5.2600","1.0953","0.0002"
"","5.2800","1.0999","0.0003"
"","5.3000","1.1044","0.0002"
"","5.3200","1.1088","-0.0002"
"","5.3400","1.1129","-0.0005"
"","5.3600","1.1169","-0.0002"
"","5.3800","1.1209","0.0001"
"","5.4000","1.1249","0.0003"
"","5.4200","1.1289","0.0002"
"","5.4400","1.1329","0.0001"
"","5.4600","1.1371","-0.0002"
"","5.4800","1.1415","-0.0003"
"","5.5000","1.1459","0.0002"
"","5.5200","1.1503","0.0005"
"","5.5400","1.1548","0.0005"
"","5.5600","1.1591","0.0000"
"","5.5800","1.1633","-0.0001"
"","5.6000","1.1675","-0.0003"
"","5.6200","1.1716","0.0004"
"","5.6400","1.1756","0.0006"
"","5.6600","1.1796","0.0002"
"","5.6800","1.1838","-0.0002"
"","5.7000","1.1882","-0.0008"
"","5.7200","1.1928","-0.0011"
"","5.7400","1.1973","-0.0003"
"","5.7600","1.2017","0.0004"
"","5.7800","1.2060","0.0003"
"","5.8000","1.2101","-0.0001"
"","5.8200","1.2142","-0.0004"
"","5.8400","1.2182","-0.0005"
"","5.8600","1.2222","-0.0004"
"","5.8800","1.2261","-0.0001"
"","5.9000","1.2302","0.0000"
"","5.9200","1.2343","0.0001"
"","5.9400","1.2387","-0.0002"
"","5.9600","1.2432","-0.0004"
"","5.9800","1.2476","-0.0007"
"","6.0000","1.2521","-0.0001"
"","6.0200","1.2564","0.0003"
"","6.0400","1.2606","0.0002"
"","6.0600","1.2647","-0.0001"
"","6.0800","1.2687","-0.0003"
"","6.1000","1.2728","-0.0005"
"","6.1200","1.2769","0.0003"
"","6.1400","1.2812","0.0006"
"","6.1600","1.2857","0.0003"
"","6.1800","1.2903","-0.0001"
"","6.2000","1.2948","-0.0004"
"","6.2200","1.2992","-0.0008"
"","6.2400","1.3034","-0.0006"
"","6.2600","1.3074","0.0000"
"","6.2800","1.3114","0.0005"
"","6.3000","1.3154","0.0004"
"","6.3200","1.3194","-0.0002"
"","6.3400","1.3235","-0.0007"
"","6.3600","1.3276","-0.0006"
"","6.3800","1.3319","0.0002"
"","6.4000","1.3363","0.0005"
"","6.4200","1.3408","0.0003"
"","6.4400","1.3453","0.0002"
"","6.4600","1.3496","0.0002"
"","6.4800","1.3540","-0.0003"
"","6.5000","1.3583","0.0001"
"","6.5200","1.3623","0.0003"
"","6.5400","1.3663","0.0002"
"","6.5600","1.3701","0.0000"
"","6.5800","1.3742","-0.0004"
"","6.6000","1.3785","-0.0006"
"","6.6200","1.3831","0.0001"
"","6.6400","1.3877","0.0008"
"","6.6600","1.3922","0.0010"
"","6.6800","1.3965","0.0005"
"","6.7000","1.4007","0.0000"
"","6.7200","1.4048","-0.0007"
"","6.7400","1.4089","-0.0006"
"","6.7600","1.4129","-0.0001"
"","6.7800","1.4169","-0.0002"
"","6.8000","1.4209","-0.0002"
"","6.8200","1.4251","-0.0003"
"","6.8400","1.4295","0.0000"
"","6.8600","1.4338","-0.0003"
"","6.8800","1.4381","-0.0001"
"","6.9000","1.4424","0.0001"
"","6.9200","1.4468","0.0004"
"","6.9400","1.4512","0.0004"
"","6.9600","1.4555","-0.0002"
"","6.9800","1.4596","-0.0007"
"","7.0000","1.4636","-0.0002"
"","7.0200","1.4675","0.0002"
"","7.0400","1.4716","0.0000"
"","7.0600","1.4759","0.0000"
"","7.0800","1.4804","-0.0001"
"","7.1000","1.4850","-0.0004"
"","7.1200","1.4894","-0.0006"
"","7.1400","1.4938","0.0003"
"","7.1600","1.4980","0.0005"
"","7.1800","1.5022","0.0005"
"","7.2000","1.5062","0.0000"
"","7.2200","1.5101","-0.0004"
"","7.2400","1.5140","-0.0006"
"","7.2600","1.5181","-0.0001"
"","7.2800","1.5223","0.0001"
"","7.3000","1.5267","0.0000"
"","7.3200","1.5311","0.0000"
"","7.3400","1.5354","-0.0002"
"","7.3600","1.5397","-0.0003"
"","7.3800","1.5441","0.0001"
"","7.4000","1.5484","0.0002"
"","7.4200","1.5527","0.0003"
"","7.4400","1.5568","0.0000"
"","7.4600","1.5607","-0.0002"
"","7.4800","1.5648","-0.0006"
"","7.5000","1.5689","-0.0003"
"","7.5200","1.5733","0.0004"
"","7.5400","1.5778","0.0004"
"","7.5600","1.5823","-0.0003"
"","7.5800","1.5867","-0.0006"
"","7.6000","1.5911","-0.0005"
"","7.6200","1.5954","-0.0001"
"","7.6400","1.5995","0.0005"
"","7.6600","1.6035","0.0005"
"","7.6800","1.6075","0.0002"
"","7.7000","1.6114","0.0002"
"","7.7200","1.6155","-0.0001"
"","7.7400","1.6197","-0.0004"
"","7.7600","1.6240","0.0001"
"","7.7800","1.6283","0.0001"
"","7.8000","1.6326","-0.0001"
"","7.8200","1.6370","-0.0003"
"","7.8400","1.6414","-0.0004"
"","7.8600","1.6459","-0.0005"
"","7.8800","1.6501","-0.0004"
"","7.9000","1.6541","0.0000"
"","7.9200","1.6580","0.0006"
"","7.9400","1.6620","0.0002"
"","7.9600","1.6663","0.0000"
"","7.9800","1.6708","0.0000"
"","8.0000","1.6753","0.0002"
"","8.0200","1.6798","0.0003"
"","8.0400","1.6842","0.0002"
"","8.0600","1.6885","-0.0002"
"","8.0800","1.6927","-0.0002"
"","8.1000","1.6968","-0.0003"
"","8.1200","1.7008","-0.0004"
"","8.1400","1.7048","0.0001"
"","8.1600","1.7088","0.0005"
"","8.1800","1.7129","0.0003"
"","8.2000","1.7172","-0.0001"
"","8.2200","1.7215","-0.0005"
"","8.2400","1.7258","-0.0007"
"","8.2600","1.7301","-0.0001"
"","8.2800","1.7345","0.0001"
"","8.3000","1.7390","0.0001"
"","8.3200","1.7434","-0.0001"
"","8.3400","1.7476","-0.0004"
"","8.3600","1.7516","-0.0005"
"","8.3800","1.7555","0.0000"
"","8.4000","1.7596","0.0007"
"","8.4200","1.7638","0.0006"
"","8.4400","1.7682","0.0003"
"","8.4600","1.7727","-0.0002"
"","8.4800","1.7772","-0.0004"
"","8.5000","1.7816","-0.0002"
"","8.5200","1.7859","0.0002"
"","8.5400","1.7901","0.0004"
"","8.5600","1.7942","0.0002"
"","8.5800","1.7982","-0.0002"
"","8.6000","1.8021","-0.0005"
"","8.6200","1.8061","-0.0004"
"","8.6400","1.8103","0.0004"
"","8.6600","1.8145","0.0016"
"","8.6800","1.8188","0.0021"
"","8.7000","1.8232","0.0029"
"","8.7200","1.8276","0.0041"
"","8.7400","1.8320","0.0051"
"","8.7600","1.8365","0.0066"
"","8.7800","1.8407","0.0077"
"","8.8000","1.8448","0.0087"
"","8.8200","1.8487","0.0098"
"","8.8400","1.8527","0.0106"
"","8.8600","1.8568","0.0118"
"","8.8800","1.8611","0.0132"
"","8.9000","1.8655","0.0143"
"","8.9200","1.8700","0.0157"
"","8.9400","1.8745","0.0167"
"","8.9600","1.8789","0.0176"
"","8.9800","1.8833","0.0184"
"","9.0000","1.8875","0.0196"
"","9.0200","1.8916","0.0212"
"","9.0400","1.8955","0.0223"
"","9.0600","1.8995","0.0231"
"","9.0800","1.9036","0.0241"
"","9.1000","1.9078","0.0248"
"","9.1200","1.9120","0.0259"
"","9.1400","1.9162","0.0276"
"","9.1600","1.9206","0.0289"
"","9.1800","1.9250","0.0300"
"","9.2000","1.9295","0.0311"
"","9.2200","1.9340","0.0322"
"","9.2400","1.9382","0.0335"
"","9.2600","1.9423","0.0349"
"","9.2800","1.9463","0.0359"
"","9.3000","1.9503","0.0367"
"","9.3200","1.9545","0.0375"
"","9.3400","1.9588","0.0383"
"","9.3600","1.9631","0.0395"
"","9.3800","1.9675","0.0414"
"","9.4000","1.9720","0.0430"
"","9.4200","1.9764","0.0441"
"","9.4400","1.9807","0.0448"
"","9.4600","1.9848","0.0455"
"","9.4800","1.9888","0.0462"
"","9.5000","1.9928","0.0475"
"","9.5200","1.9969","0.0495"
"","9.5400","2.0010","0.0510"
"","9.5600","2.0053","0.0520"
"","9.5800","2.0095","0.0527"
"","9.6000","2.0137","0.0534"
"","9.6200","2.0180","0.0544"
"","9.6400","2.0223","0.0563"
"","9.6600","2.0268","0.0577"
"","9.6800","2.0312","0.0589"
"","9.7000","2.0354","0.0597"
"","9.7200","2.0394","0.0603"
"","9.7400","2.0435","0.0610"
"","9.7600","2.0476","0.0626"
"","9.7800","2.0518","0.0643"
"","9.8000","2.0561","0.0653"
"","9.8200","2.0604","0.0662"
"","9.8400","2.0649","0.0673"
"","9.8600","2.0694","0.0683"
"","9.8800","2.0739","0.0702"
"","9.9000","2.0782","0.0718"
"","9.9200","2.0823","0.0723"
"","9.9400","2.0863","0.0734"
"","9.9600","2.0902","0.0743"
"","9.9800","2.0942","0.0750"
"","10.0000","2.0983","0.0759"
"","10.0200","2.1025","0.0775"
"","10.0400","2.1066","0.0776"
"","10.0600","2.1109","0.0389"
"","10.0800","2.1153","0.0072"
"","10.1000","2.1198","-0.0032"
"","10.1200","2.1243","-0.0029"
"","10.1400","2.1286","-0.0008"
"","10.1600","2.1327","0.0004"
"","10.1800","2.1367","0.0007"
"","10.2000","2.1408","0.0002"
"","10.2200","2.1449","0.0001"
"","10.2400","2.1491","0.0000"
"","10.2600","2.1534","0.0008"
"","10.2800","2.1578","0.0009"
"","10.3000","2.1622","0.0007"
"","10.3200","2.1667","0.0003"
"","10.3400","2.1711","-0.0003"
"","10.3600","2.1754","-0.0009"
"","10.3800","2.1795","-0.0002"
"","10.4000","2.1835","0.0002"
"","10.4200","2.1875","0.0002"
"","10.4400","2.1916","0.0001"
"","10.4600","2.1957","-0.0003"
"","10.4800","2.1998","-0.0004"
"","10.5000","2.2039","-0.0003"
"","10.5200","2.2082","0.0000"
"","10.5400","2.2125","0.0007"
"","10.5600","2.2170","0.0004"
"","10.5800","2.2214","-0.0006"
"","10.6000","2.2258","-0.0006"
"","10.6200","2.2300","-0.0006"
"","10.6400","2.2341","0.0001"
"","10.6600","2.2382","0.0006"
"","10.6800","2.2423","0.0008"
"","10.7000","2.2463","0.0002"
"","10.7200","2.2504","-0.0001"
"","10.7400","2.2545","-0.0004"
"","10.7600","2.2590","-0.0003"
"","10.7800","2.2636","0.0002"
"","10.8000","2.2682","0.0001"
"","10.8200","2.2727","-0.0004"
"","10.8400","2.2768","-0.0004"
"","10.8600","2.2809","-0.0004"
"","10.8800","2.2848","-0.0004"
"","10.9000","2.2889","0.0000"
"","10.9200","2.2930","0.0000"
"","10.9400","2.2972","-0.0001"
"","10.9600","2.3014","-0.0002"
"","10.9800","2.3057","-0.0003"
"","11.0000","2.3101","-0.0005"
"","11.0200","2.3145","0.0001"
"","11.0400","2.3190","0.0004"
"","11.0600","2.3233","0.0000"
"","11.0800","2.3274","0.0001"
"","11.1000","2.3315","0.0000"
"","11.1200","2.3355","-0.0005"
"","11.1400","2.3396","0.0000"
"","11.1600","2.3438","0.0006"
"","11.1800","2.3481","0.0004"
"","11.2000","2.3526","0.0001"
"","11.2200","2.3570","0.0002"
"","11.2400","2.3615","0.0002"
"","11.2600","2.3659","0.0001"
"","11.2800","2.3701","0.0004"
"","11.3000","2.3742","0.0006"
"","11.3200","2.3781","0.0002"
"","11.3400","2.3821","-0.0002"
"","11.3600","2.3861","-0.0003"
"","11.3800","2.3903","-0.0002"
"","11.4000","2.3945","-0.0001"
"","11.4200","2.3988","0.0002"
"","11.4400","2.4030","0.0002"
"","11.4600","2.4074","0.0000"
"","11.4800","2.4119","-0.0001"
"","11.5000","2.4163","-0.0001"
"","11.5200","2.4207","0.0004"
"","11.5400","2.4248","0.0006"
"","11.5600","2.4288","0.0001"
"","11.5800","2.4328","-0.0003"
"","11.6000","2.4369","-0.0006"
"","11.6200","2.4412","-0.0009"
"","11.6400","2.4455","-0.0006"
"","11.6600","2.4500","-0.0001"
"","11.6800","2.4544","0.0003"
"","11.7000","2.4589","0.0005"
"","11.7200","2.4632","0.0000"
"","11.7400","2.4674","-0.0005"
"","11.7600","2.4715","-0.0004"
"","11.7800","2.4754","0.0006"
"","11.8000","2.4794","0.0010"
"","11.8200","2.4836","0.0005"
"","11.8400","2.4877","0.0000"
"","11.8600","2.4919","-0.0004"
"","11.8800","2.4961","-0.0005"
"","11.9000","2.5004","-0.0001"
"","11.9200","2.5048","0.0003"
"","11.9400","2.5094","0.0005"
"","11.9600","2.5139","0.0003"
"","11.9800","2.5182","-0.0001"
"","12.0000","2.5223","-0.0008"
"","12.0200","2.5263","-0.0006"
"","12.0400","2.5303","0.0002"
"","12.0600","2.5345","0.0003"
"","12.0800","2.5387","0.0002"
"","12.1000","2.5431","0.0001"
"","12.1200","2.5475","-0.0004"
"","12.1400","2.5519","-0.0009"
"","12.1600","2.5564","-0.0003"
"","12.1800","2.5607","0.0005"
"","12.2000","2.5648","0.0004"
"","12.2200","2.5688","-0.0003"
"","12.2400","2.5728","-0.0006"
"","12.2600","2.5769","-0.0008"
"","12.2800","2.5810","-0.0004"
"","12.3000","2.5852","0.0000"
"","12.3200","2.5894","0.0002"
"","12.3400","2.5936","0.0004"
"","12.3600","2.5979","-0.0001"
"","12.3800","2.6023","-0.0004"
"","12.4000","2.6068","0.0002"
"","12.4200","2.6112","0.0007"
"","12.4400","2.6155","0.0005"
"","12.4600","2.6195","0.0002"
"","12.4800","2.6236","-0.0001"
"","12.5000","2.6276","-0.0003"
"","12.5200","2.6317","-0.0001"
"","12.5400","2.6359","0.0004"
"","12.5600","2.6403","0.0003"
"","12.5800","2.6448","0.0000"
"","12.6000","2.6493","-0.0001"
"","12.6200","2.6538","-0.0002"
"","12.6400","2.6581","-0.0003"
"","12.6600","2.6622","-0.0001"
"","12.6800","2.6662","0.0001"
"","12.7000","2.6702","0.0000"
"","12.7200","2.6742","-0.0001"
"","12.7400","2.6783","-0.0005"
"","12.7600","2.6824","-0.0001"
"","12.7800","2.6866","0.0002"
"","12.8000","2.6908","0.0004"
"","12.8200","2.6952","0.0001"
"","12.8400","2.6997","-0.0001"
"","12.8600","2.7042","-0.0001"
"","12.8800","2.7086","-0.0001"
"","12.9000","2.7128","0.0000"
"","12.9200","2.7169","0.0006"
"","12.9400","2.7209","0.0006"
"","12.9600","2.7250","0.0004"
"","12.9800","2.7291","0.0001"
"","13.0000","2.7333","-0.0002"
"","13.0200","2.7377","0.0001"
"","13.0400","2.7421","0.0006"
"","13.0600","2.7466","0.0005"
"","13.0800","2.7510","-0.0001"
"","13.1000","2.7553","-0.0002"
"","13.1200","2.7594","-0.0003"
"","13.1400","2.7634","-0.0005"
"","13.1600","2.7674","0.0002"
"","13.1800","2.7715","0.0005"
"","13.2000","2.7756","0.0001"
"","13.2200","2.7797","0.0001"
"","13.2400","2.7839","-0.0001"
"","13.2600","2.7882","-0.0002"
"","13.2800","2.7926","-0.0001"
"","13.3000","2.7971","0.0002"
"","13.3200","2.8015","0.0004"
"","13.3400","2.8059","0.0001"
"","13.3600","2.8101","0.0002"
"","13.3800","2.8142","-0.0002"
"","13.4000","2.8182","-0.0003"
"","13.4200","2.8223","0.0001"
"","13.4400","2.8265","0.0004"
"","13.4600","2.8307","0.0002"
"","13.4800","2.8350","-0.0002"
"","13.5000","2.8394","-0.0006"
"","13.5200","2.8439","-0.0005"
"","13.5400","2.8483","0.0001"
"","13.5600","2.8526","0.0003"
"","13.5800","2.8567","0.0001"
"","13.6000","2.8608","-0.0002"
"","13.6200","2.8649","-0.0003"
"","13.6400","2.8690","-0.0004"
"","13.6600","2.8731","0.0002"
"","13.6800","2.8772","0.0005"
"","13.7000","2.8814","0.0007"
"","13.7200","2.8857","0.0000"
"","13.7400","2.8900","-0.0006"
"","13.7600","2.8945","-0.0010"
"","13.7800","2.8989","-0.0006"
"","13.8000","2.9032","-0.0002"
"","13.8200","2.9074","0.0000"
"","13.8400","2.9114","0.0003"
"","13.8600","2.9154","0.0002"
"","13.8800","2.9195","-0.0002"
"","13.9000","2.9237","-0.0002"
2,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0002"
"","0.0200","0.0000","0.0005"
"","0.0400","0.0001","0.0003"
"","0.0600","0.0005","-0.0002"
"","0.0800","0.0014","-0.0005"
"","0.1000","0.0039","-0.0001"
"","0.1200","0.0066","0.0003"
"","0.1400","0.0079","0.0003"
"","0.1600","0.0095","0.0000"
"","0.1800","0.0129","-0.0003"
"","0.2000","0.0184","-0.0006"
"","0.2200","0.0252","0.0001"
"","0.2400","0.0320","0.0005"
"","0.2600","0.0380","0.0001"
"","0.2800","0.0433","-0.0001"
"","0.3000","0.0477","-0.0005"
"","0.3200","0.0517","0.0000"
"","0.3400","0.0553","0.0005"
"","0.3600","0.0589","0.0004"
"","0.3800","0.0626","0.0001"
"","0.4000","0.0666","0.0000"
"","0.4200","0.0709","0.0001"
"","0.4400","0.0753","0.0004"
"","0.4600","0.0798","0.0000"
"","0.4800","0.0842","-0.0002"
"","0.5000","0.0887","-0.0001"
"","0.5200","0.0931","-0.0005"
"","0.5400","0.0973","-0.0005"
"","0.5600","0.1014","-0.0002"
"","0.5800","0.1054","0.0001"
"","0.6000","0.1094","-0.0001"
"","0.6200","0.1135","-0.0004"
"","0.6400","0.1178","-0.0004"
"","0.6600","0.1222","0.0001"
"","0.6800","0.1266","0.0004"
"","0.7000","0.1310","0.0001"
"","0.7200","0.1354","-0.0006"
"","0.7400","0.1399","-0.0005"
"","0.7600","0.1442","-0.0003"
"","0.7800","0.1484","0.0004"
"","0.8000","0.1524","0.0006"
"","0.8200","0.1562","0.0001"
"","0.8400","0.1601","-0.0002"
"","0.8600","0.1641","-0.0004"
"","0.8800","0.1683","0.0001"
"","0.9000","0.1726","0.0001"
"","0.9200","0.1770","0.0001"
"","0.9400","0.1815","-0.0003"
"","0.9600","0.1860","-0.0005"
"","0.9800","0.1904","-0.0002"
"","1.0000","0.1947","0.0004"
"","1.0200","0.1989","0.0004"
"","1.0400","0.2029","0.0000"
"","1.0600","0.2068","-0.0005"
"","1.0800","0.2109","-0.0004"
"","1.1000","0.2152","0.0001"
"","1.1200","0.2196","0.0003"
"","1.1400","0.2241","0.0002"
"","1.1600","0.2285","-0.0002"
"","1.1800","0.2330","-0.0002"
"","1.2000","0.2374","-0.0005"
"","1.2200","0.2416","-0.0004"
"","1.2400","0.2456","-0.0002"
"","1.2600","0.2495","0.0002"
"","1.2800","0.2534","0.0002"
"","1.3000","0.2574","-0.0003"
"","1.3200","0.2615","0.0000"
"","1.3400","0.2657","0.0002"
"","1.3600","0.2700","0.0003"
"","1.3800","0.2744","0.0000"
"","1.4000","0.2788","-0.0006"
"","1.4200","0.2832","-0.0007"
"","1.4400","0.2876","-0.0005"
"","1.4600","0.2919","-0.0001"
"","1.4800","0.2959","-0.0002"
"","1.5000","0.2999","-0.0003"
"","1.5200","0.3040","-0.0003"
"","1.5400","0.3081","0.0002"
"","1.5600","0.3125","0.0003"
"","1.5800","0.3169","0.0002"
"","1.6000","0.3214","-0.0001"
"","1.6200","0.3258","-0.0005"
"","1.6400","0.3303","-0.0002"
"","1.6600","0.3346","0.0004"
"","1.6800","0.3388","0.0004"
"","1.7000","0.3428","0.0000"
"","1.7200","0.3466","-0.0001"
"","1.7400","0.3505","-0.0002"
"","1.7600","0.3546","0.0002"
"","1.7800","0.3587","0.0003"
"","1.8000","0.3630","0.0003"
"","1.8200","0.3673","0.0001"
"","1.8400","0.3716","-0.0002"
"","1.8600","0.3760","0.0000"
"","1.8800","0.3805","0.0002"
"","1.9000","0.3850","0.0000"
"","1.9200","0.3893","-0.0001"
"","1.9400","0.3934","-0.0003"
"","1.9600","0.3974","-0.0006"
"","1.9800","0.4014","0.0001"
"","2.0000","0.4055","0.0004"
"","2.0200","0.4098","0.0003"
"","2.0400","0.4143","-0.0004"
"","2.0600","0.4188","-0.0006"
"","2.0800","0.4232","-0.0002"
"","2.1000","0.4276","0.0006"
"","2.1200","0.4320","0.0007"
"","2.1400","0.4361","0.0002"
"","2.1600","0.4401","-0.0003"
"","2.1800","0.4440","-0.0005"
"","2.2000","0.4479","-0.0001"
"","2.2200","0.4520","0.0001"
"","2.2400","0.4562","0.0002"
"","2.2600","0.4605","0.0001"
"","2.2800","0.4648","-0.0002"
"","2.3000","0.4692","-0.0002"
"","2.3200","0.4736","-0.0001"
"","2.3400","0.4780","-0.0001"
"","2.3600","0.4824","-0.0001"
"","2.3800","0.4866","-0.0001"
"","2.4000","0.4907","-0.0004"
"","2.4200","0.4946","0.0003"
"","2.4400","0.4987","0.0006"
"","2.4600","0.5028","0.0004"
"","2.4800","0.5072","0.0000"
"","2.5000","0.5116","-0.0005"
"","2.5200","0.5160","-0.0002"
"","2.5400","0.5205","0.0003"
"","2.5600","0.5249","0.0004"
"","2.5800","0.5292","0.0004"
"","2.6000","0.5334","0.0004"
"","2.6200","0.5374","0.0001"
"","2.6400","0.5413","0.0005"
"","2.6600","0.5452","0.0004"
"","2.6800","0.5494","0.0005"
