Results Table 1
,Specimen label,Thickness,Width,Length,Rate 1
,,(mm),(mm),(mm),(mm/min)
"1","PMMA_rt_.1","3.07","13.21","89.18","2.54"
"2","PMMA_rt_1","3.20","13.16","92.38","25.40"
"3","PMMA_50_.1","3.25","12.57","90.65","2.54"
"4","PMMA_50_1","3.20","13.03","91.26","25.40"

Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.1226"
"","0.0200","0.0000","0.1228"
"","0.0400","0.0000","0.1227"
"","0.0600","0.0001","0.1229"
"","0.0800","0.0002","0.1227"
"","0.1000","0.0003","0.1229"
"","0.1200","0.0006","0.1231"
"","0.1400","0.0011","0.1237"
"","0.1600","0.0013","0.1245"
"","0.1800","0.0013","0.1249"
"","0.2000","0.0013","0.1249"
"","0.2200","0.0014","0.1249"
"","0.2400","0.0015","0.1248"
"","0.2600","0.0017","0.1248"
"","0.2800","0.0020","0.1254"
"","0.3000","0.0026","0.1265"
"","0.3200","0.0039","0.1285"
"","0.3400","0.0059","0.1315"
"","0.3600","0.0082","0.1354"
"","0.3800","0.0104","0.1389"
"","0.4000","0.0121","0.1416"
"","0.4200","0.0134","0.1432"
"","0.4400","0.0143","0.1445"
"","0.4600","0.0151","0.1454"
"","0.4800","0.0158","0.1466"
"","0.5000","0.0164","0.1473"
"","0.5200","0.0171","0.1482"
"","0.5400","0.0178","0.1490"
"","0.5600","0.0186","0.1502"
"","0.5800","0.0194","0.1512"
"","0.6000","0.0204","0.1528"
"","0.6200","0.0214","0.1541"
"","0.6400","0.0224","0.1555"
"","0.6600","0.0233","0.1567"
"","0.6800","0.0241","0.1579"
"","0.7000","0.0249","0.1589"
"","0.7200","0.0257","0.1599"
"","0.7400","0.0264","0.1612"
"","0.7600","0.0272","0.1621"
"","0.7800","0.0281","0.1632"
"","0.8000","0.0290","0.1644"
"","0.8200","0.0299","0.1660"
"","0.8400","0.0308","0.1670"
"","0.8600","0.0316","0.1682"
"","0.8800","0.0325","0.1692"
"","0.9000","0.0332","0.1705"
"","0.9200","0.0340","0.1717"
"","0.9400","0.0349","0.1730"
"","0.9600","0.0357","0.1738"
"","0.9800","0.0366","0.1749"
"","1.0000","0.0374","0.1759"
"","1.0200","0.0383","0.1773"
"","1.0400","0.0391","0.1783"
"","1.0600","0.0399","0.1794"
"","1.0800","0.0407","0.1804"
"","1.1000","0.0414","0.1815"
"","1.1200","0.0422","0.1825"
"","1.1400","0.0431","0.1836"
"","1.1600","0.0440","0.1849"
"","1.1800","0.0450","0.1861"
"","1.2000","0.0459","0.1876"
"","1.2200","0.0468","0.1889"
"","1.2400","0.0477","0.1900"
"","1.2600","0.0485","0.1909"
"","1.2800","0.0492","0.1920"
"","1.3000","0.0500","0.1928"
"","1.3200","0.0508","0.1939"
"","1.3400","0.0516","0.1948"
"","1.3600","0.0525","0.1962"
"","1.3800","0.0534","0.1974"
"","1.4000","0.0543","0.1987"
"","1.4200","0.0552","0.1996"
"","1.4400","0.0560","0.2008"
"","1.4600","0.0568","0.2016"
"","1.4800","0.0575","0.2026"
"","1.5000","0.0583","0.2035"
"","1.5200","0.0592","0.2049"
"","1.5400","0.0602","0.2062"
"","1.5600","0.0612","0.2077"
"","1.5800","0.0622","0.2089"
"","1.6000","0.0631","0.2101"
"","1.6200","0.0639","0.2112"
"","1.6400","0.0646","0.2121"
"","1.6600","0.0653","0.2129"
"","1.6800","0.0661","0.2140"
"","1.7000","0.0669","0.2152"
"","1.7200","0.0678","0.2163"
"","1.7400","0.0689","0.2175"
"","1.7600","0.0699","0.2190"
"","1.7800","0.0709","0.2203"
"","1.8000","0.0718","0.2213"
"","1.8200","0.0725","0.2225"
"","1.8400","0.0732","0.2231"
"","1.8600","0.0739","0.2240"
"","1.8800","0.0746","0.2248"
"","1.9000","0.0754","0.2260"
"","1.9200","0.0763","0.2270"
"","1.9400","0.0773","0.2285"
"","1.9600","0.0783","0.2298"
"","1.9800","0.0792","0.2311"
"","2.0000","0.0801","0.2321"
"","2.0200","0.0809","0.2332"
"","2.0400","0.0816","0.2339"
"","2.0600","0.0823","0.2349"
"","2.0800","0.0830","0.2358"
"","2.1000","0.0839","0.2369"
"","2.1200","0.0848","0.2381"
"","2.1400","0.0858","0.2394"
"","2.1600","0.0867","0.2406"
"","2.1800","0.0876","0.2415"
"","2.2000","0.0884","0.2426"
"","2.2200","0.0891","0.2434"
"","2.2400","0.0899","0.2444"
"","2.2600","0.0906","0.2452"
"","2.2800","0.0914","0.2464"
"","2.3000","0.0922","0.2473"
"","2.3200","0.0932","0.2487"
"","2.3400","0.0942","0.2500"
"","2.3600","0.0952","0.2515"
"","2.3800","0.0961","0.2525"
"","2.4000","0.0970","0.2535"
"","2.4200","0.0977","0.2544"
"","2.4400","0.0984","0.2555"
"","2.4600","0.0991","0.2562"
"","2.4800","0.0998","0.2570"
"","2.5000","0.1007","0.2580"
"","2.5200","0.1016","0.2593"
"","2.5400","0.1026","0.2606"
"","2.5600","0.1035","0.2617"
"","2.5800","0.1044","0.2630"
"","2.6000","0.1052","0.2640"
"","2.6200","0.1060","0.2650"
"","2.6400","0.1067","0.2657"
"","2.6600","0.1075","0.2668"
"","2.6800","0.1083","0.2677"
"","2.7000","0.1093","0.2692"
"","2.7200","0.1103","0.2704"
"","2.7400","0.1112","0.2715"
"","2.7600","0.1121","0.2724"
"","2.7800","0.1130","0.2737"
"","2.8000","0.1138","0.2745"
"","2.8200","0.1145","0.2755"
"","2.8400","0.1153","0.2763"
"","2.8600","0.1161","0.2774"
"","2.8800","0.1170","0.2782"
"","2.9000","0.1180","0.2798"
"","2.9200","0.1190","0.2809"
"","2.9400","0.1199","0.2822"
"","2.9600","0.1207","0.2832"
"","2.9800","0.1215","0.2842"
"","3.0000","0.1222","0.2849"
"","3.0200","0.1229","0.2858"
"","3.0400","0.1237","0.2865"
"","3.0600","0.1245","0.2875"
"","3.0800","0.1254","0.2887"
"","3.1000","0.1263","0.2898"
"","3.1200","0.1273","0.2912"
"","3.1400","0.1283","0.2923"
"","3.1600","0.1291","0.2936"
"","3.1800","0.1299","0.2943"
"","3.2000","0.1307","0.2953"
"","3.2200","0.1314","0.2959"
"","3.2400","0.1322","0.2969"
"","3.2600","0.1330","0.2978"
"","3.2800","0.1339","0.2990"
"","3.3000","0.1348","0.3002"
"","3.3200","0.1357","0.3013"
"","3.3400","0.1365","0.3021"
"","3.3600","0.1373","0.3030"
"","3.3800","0.1381","0.3036"
"","3.4000","0.1389","0.3047"
"","3.4200","0.1397","0.3059"
"","3.4400","0.1406","0.3070"
"","3.4600","0.1415","0.3081"
"","3.4800","0.1424","0.3091"
"","3.5000","0.1433","0.3102"
"","3.5200","0.1442","0.3112"
"","3.5400","0.1450","0.3122"
"","3.5600","0.1458","0.3129"
"","3.5800","0.1466","0.3139"
"","3.6000","0.1473","0.3147"
"","3.6200","0.1481","0.3157"
"","3.6400","0.1490","0.3168"
"","3.6600","0.1499","0.3180"
"","3.6800","0.1508","0.3191"
"","3.7000","0.1517","0.3206"
"","3.7200","0.1526","0.3214"
"","3.7400","0.1534","0.3223"
"","3.7600","0.1542","0.3231"
"","3.7800","0.1550","0.3240"
"","3.8000","0.1558","0.3249"
"","3.8200","0.1567","0.3260"
"","3.8400","0.1576","0.3271"
"","3.8600","0.1585","0.3282"
"","3.8800","0.1594","0.3293"
"","3.9000","0.1603","0.3305"
"","3.9200","0.1611","0.3314"
"","3.9400","0.1620","0.3323"
"","3.9600","0.1628","0.3333"
"","3.9800","0.1636","0.3343"
"","4.0000","0.1645","0.3353"
"","4.0200","0.1654","0.3362"
"","4.0400","0.1664","0.3374"
"","4.0600","0.1673","0.3385"
"","4.0800","0.1682","0.3396"
"","4.1000","0.1690","0.3405"
"","4.1200","0.1698","0.3415"
"","4.1400","0.1705","0.3421"
"","4.1600","0.1712","0.3430"
"","4.1800","0.1720","0.3436"
"","4.2000","0.1729","0.3447"
"","4.2200","0.1738","0.3457"
"","4.2400","0.1747","0.3472"
"","4.2600","0.1757","0.3482"
"","4.2800","0.1765","0.3495"
"","4.3000","0.1773","0.3503"
"","4.3200","0.1781","0.3513"
"","4.3400","0.1789","0.3519"
"","4.3600","0.1797","0.3530"
"","4.3800","0.1805","0.3539"
"","4.4000","0.1813","0.3547"
"","4.4200","0.1822","0.3557"
"","4.4400","0.1830","0.3568"
"","4.4600","0.1839","0.3578"
"","4.4800","0.1848","0.3587"
"","4.5000","0.1855","0.3597"
"","4.5200","0.1863","0.3605"
"","4.5400","0.1871","0.3615"
"","4.5600","0.1880","0.3625"
"","4.5800","0.1889","0.3637"
"","4.6000","0.1898","0.3646"
"","4.6200","0.1908","0.3659"
"","4.6400","0.1917","0.3670"
"","4.6600","0.1926","0.3680"
"","4.6800","0.1934","0.3688"
"","4.7000","0.1941","0.3697"
"","4.7200","0.1948","0.3704"
"","4.7400","0.1955","0.3713"
"","4.7600","0.1963","0.3722"
"","4.7800","0.1972","0.3733"
"","4.8000","0.1982","0.3744"
"","4.8200","0.1991","0.3757"
"","4.8400","0.2001","0.3767"
"","4.8600","0.2009","0.3777"
"","4.8800","0.2017","0.3786"
"","4.9000","0.2024","0.3794"
"","4.9200","0.2031","0.3803"
"","4.9400","0.2039","0.3811"
"","4.9600","0.2048","0.3821"
"","4.9800","0.2058","0.3831"
"","5.0000","0.2068","0.3845"
"","5.0200","0.2078","0.3856"
"","5.0400","0.2087","0.3869"
"","5.0600","0.2096","0.3877"
"","5.0800","0.2103","0.3888"
"","5.1000","0.2111","0.3894"
"","5.1200","0.2118","0.3904"
"","5.1400","0.2126","0.3910"
"","5.1600","0.2135","0.3921"
"","5.1800","0.2145","0.3931"
"","5.2000","0.2155","0.3945"
"","5.2200","0.2164","0.3956"
"","5.2400","0.2173","0.3968"
"","5.2600","0.2180","0.3977"
"","5.2800","0.2187","0.3982"
"","5.3000","0.2194","0.3989"
"","5.3200","0.2201","0.3998"
"","5.3400","0.2209","0.4008"
"","5.3600","0.2218","0.4020"
"","5.3800","0.2228","0.4032"
"","5.4000","0.2239","0.4043"
"","5.4200","0.2248","0.4055"
"","5.4400","0.2257","0.4062"
"","5.4600","0.2264","0.4071"
"","5.4800","0.2271","0.4077"
"","5.5000","0.2278","0.4085"
"","5.5200","0.2285","0.4092"
"","5.5400","0.2293","0.4103"
"","5.5600","0.2302","0.4112"
"","5.5800","0.2312","0.4124"
"","5.6000","0.2322","0.4135"
"","5.6200","0.2331","0.4147"
"","5.6400","0.2339","0.4155"
"","5.6600","0.2347","0.4167"
"","5.6800","0.2354","0.4173"
"","5.7000","0.2361","0.4180"
"","5.7200","0.2369","0.4188"
"","5.7400","0.2378","0.4201"
"","5.7600","0.2388","0.4213"
"","5.7800","0.2398","0.4227"
"","5.8000","0.2408","0.4238"
"","5.8200","0.2417","0.4247"
"","5.8400","0.2424","0.4255"
"","5.8600","0.2431","0.4263"
"","5.8800","0.2438","0.4271"
"","5.9000","0.2445","0.4278"
"","5.9200","0.2453","0.4289"
"","5.9400","0.2462","0.4298"
"","5.9600","0.2472","0.4309"
"","5.9800","0.2482","0.4320"
"","6.0000","0.2491","0.4335"
"","6.0200","0.2500","0.4344"
"","6.0400","0.2508","0.4353"
"","6.0600","0.2516","0.4358"
"","6.0800","0.2523","0.4367"
"","6.1000","0.2530","0.4374"
"","6.1200","0.2539","0.4386"
"","6.1400","0.2548","0.4395"
"","6.1600","0.2558","0.4408"
"","6.1800","0.2569","0.4421"
"","6.2000","0.2578","0.4434"
"","6.2200","0.2587","0.4444"
"","6.2400","0.2595","0.4452"
"","6.2600","0.2602","0.4458"
"","6.2800","0.2609","0.4465"
"","6.3000","0.2616","0.4474"
"","6.3200","0.2625","0.4484"
"","6.3400","0.2634","0.4496"
"","6.3600","0.2644","0.4506"
"","6.3800","0.2654","0.4518"
"","6.4000","0.2663","0.4528"
"","6.4200","0.2671","0.4538"
"","6.4400","0.2679","0.4545"
"","6.4600","0.2686","0.4555"
"","6.4800","0.2693","0.4562"
"","6.5000","0.2701","0.4572"
"","6.5200","0.2710","0.4581"
"","6.5400","0.2719","0.4594"
"","6.5600","0.2729","0.4605"
"","6.5800","0.2739","0.4618"
"","6.6000","0.2748","0.4628"
"","6.6200","0.2756","0.4637"
"","6.6400","0.2764","0.4643"
"","6.6600","0.2771","0.4652"
"","6.6800","0.2778","0.4658"
"","6.7000","0.2786","0.4669"
"","6.7200","0.2794","0.4677"
"","6.7400","0.2803","0.4688"
"","6.7600","0.2813","0.4699"
"","6.7800","0.2822","0.4710"
"","6.8000","0.2831","0.4718"
"","6.8200","0.2839","0.4725"
"","6.8400","0.2847","0.4736"
"","6.8600","0.2855","0.4745"
"","6.8800","0.2863","0.4755"
"","6.9000","0.2871","0.4764"
"","6.9200","0.2880","0.4773"
"","6.9400","0.2889","0.4782"
"","6.9600","0.2898","0.4796"
"","6.9800","0.2907","0.4806"
"","7.0000","0.2915","0.4818"
"","7.0200","0.2923","0.4823"
"","7.0400","0.2931","0.4832"
"","7.0600","0.2938","0.4839"
"","7.0800","0.2946","0.4849"
"","7.1000","0.2955","0.4858"
"","7.1200","0.2963","0.4868"
"","7.1400","0.2972","0.4878"
"","7.1600","0.2981","0.4889"
"","7.1800","0.2989","0.4898"
"","7.2000","0.2998","0.4908"
"","7.2200","0.3007","0.4917"
"","7.2400","0.3016","0.4925"
"","7.2600","0.3025","0.4936"
"","7.2800","0.3034","0.4948"
"","7.3000","0.3042","0.4958"
"","7.3200","0.3051","0.4967"
"","7.3400","0.3060","0.4978"
"","7.3600","0.3068","0.4987"
"","7.3800","0.3077","0.4997"
"","7.4000","0.3085","0.5005"
"","7.4200","0.3094","0.5016"
"","7.4400","0.3102","0.5024"
"","7.4600","0.3110","0.5035"
"","7.4800","0.3118","0.5042"
"","7.5000","0.3126","0.5051"
"","7.5200","0.3134","0.5060"
"","7.5400","0.3142","0.5070"
"","7.5600","0.3150","0.5077"
"","7.5800","0.3159","0.5088"
"","7.6000","0.3168","0.5095"
"","7.6200","0.3177","0.5106"
"","7.6400","0.3186","0.5115"
"","7.6600","0.3194","0.5126"
"","7.6800","0.3203","0.5135"
"","7.7000","0.3211","0.5145"
"","7.7200","0.3219","0.5155"
"","7.7400","0.3227","0.5165"
"","7.7600","0.3235","0.5173"
"","7.7800","0.3243","0.5181"
"","7.8000","0.3252","0.5192"
"","7.8200","0.3261","0.5202"
"","7.8400","0.3271","0.5213"
"","7.8600","0.3279","0.5222"
"","7.8800","0.3287","0.5231"
"","7.9000","0.3295","0.5238"
"","7.9200","0.3302","0.5248"
"","7.9400","0.3309","0.5254"
"","7.9600","0.3318","0.5264"
"","7.9800","0.3326","0.5271"
"","8.0000","0.3336","0.5283"
"","8.0200","0.3346","0.5294"
"","8.0400","0.3356","0.5309"
"","8.0600","0.3366","0.5319"
"","8.0800","0.3374","0.5330"
"","8.1000","0.3381","0.5336"
"","8.1200","0.3388","0.5345"
"","8.1400","0.3395","0.5351"
"","8.1600","0.3402","0.5358"
"","8.1800","0.3410","0.5366"
"","8.2000","0.3419","0.5375"
"","8.2200","0.3429","0.5389"
"","8.2400","0.3439","0.5402"
"","8.2600","0.3449","0.5413"
"","8.2800","0.3458","0.5419"
"","8.3000","0.3465","0.5429"
"","8.3200","0.3472","0.5436"
"","8.3400","0.3479","0.5444"
"","8.3600","0.3487","0.5451"
"","8.3800","0.3496","0.5462"
"","8.4000","0.3506","0.5473"
"","8.4200","0.3517","0.5486"
"","8.4400","0.3527","0.5498"
"","8.4600","0.3536","0.5508"
"","8.4800","0.3544","0.5515"
"","8.5000","0.3551","0.5524"
"","8.5200","0.3558","0.5530"
"","8.5400","0.3565","0.5539"
"","8.5600","0.3573","0.5545"
"","8.5800","0.3582","0.5556"
"","8.6000","0.3592","0.5568"
"","8.6200","0.3603","0.5582"
"","8.6400","0.3613","0.5595"
"","8.6600","0.3622","0.5604"
"","8.6800","0.3629","0.5611"
"","8.7000","0.3635","0.5616"
"","8.7200","0.3641","0.5622"
"","8.7400","0.3648","0.5628"
"","8.7600","0.3656","0.5638"
"","8.7800","0.3665","0.5648"
"","8.8000","0.3676","0.5662"
"","8.8200","0.3687","0.5675"
"","8.8400","0.3698","0.5689"
"","8.8600","0.3707","0.5697"
"","8.8800","0.3715","0.5703"
"","8.9000","0.3721","0.5709"
"","8.9200","0.3727","0.5719"
"","8.9400","0.3734","0.5725"
"","8.9600","0.3742","0.5734"
"","8.9800","0.3752","0.5743"
"","9.0000","0.3762","0.5758"
"","9.0200","0.3772","0.5770"
"","9.0400","0.3782","0.5781"
"","9.0600","0.3789","0.5789"
"","9.0800","0.3796","0.5795"
"","9.1000","0.3802","0.5800"
"","9.1200","0.3809","0.5805"
"","9.1400","0.3816","0.5812"
"","9.1600","0.3825","0.5823"
"","9.1800","0.3835","0.5833"
"","9.2000","0.3846","0.5844"
"","9.2200","0.3857","0.5859"
"","9.2400","0.3867","0.5870"
"","9.2600","0.3874","0.5880"
"","9.2800","0.3881","0.5884"
"","9.3000","0.3887","0.5891"
"","9.3200","0.3893","0.5896"
"","9.3400","0.3900","0.5906"
"","9.3600","0.3909","0.5913"
"","9.3800","0.3919","0.5926"
"","9.4000","0.3930","0.5938"
"","9.4200","0.3940","0.5951"
"","9.4400","0.3950","0.5961"
"","9.4600","0.3958","0.5970"
"","9.4800","0.3965","0.5974"
"","9.5000","0.3972","0.5983"
"","9.5200","0.3979","0.5990"
"","9.5400","0.3987","0.6001"
"","9.5600","0.3996","0.6010"
"","9.5800","0.4006","0.6022"
"","9.6000","0.4017","0.6034"
"","9.6200","0.4028","0.6045"
"","9.6400","0.4037","0.6058"
"","9.6600","0.4045","0.6066"
"","9.6800","0.4051","0.6073"
"","9.7000","0.4058","0.6078"
"","9.7200","0.4064","0.6085"
"","9.7400","0.4072","0.6092"
"","9.7600","0.4082","0.6103"
"","9.7800","0.4092","0.6112"
"","9.8000","0.4102","0.6127"
"","9.8200","0.4111","0.6138"
"","9.8400","0.4120","0.6149"
"","9.8600","0.4127","0.6154"
"","9.8800","0.4134","0.6160"
"","9.9000","0.4140","0.6165"
"","9.9200","0.4147","0.6174"
"","9.9400","0.4156","0.6181"
"","9.9600","0.4165","0.6192"
"","9.9800","0.4175","0.6204"
"","10.0000","0.4186","0.6217"
"","10.0200","0.4196","0.6229"
"","10.0400","0.4205","0.6241"
"","10.0600","0.4213","0.6247"
"","10.0800","0.4219","0.6253"
"","10.1000","0.4226","0.6261"
"","10.1200","0.4233","0.6266"
"","10.1400","0.4242","0.6277"
"","10.1600","0.4251","0.6287"
"","10.1800","0.4261","0.6299"
"","10.2000","0.4270","0.6309"
"","10.2200","0.4279","0.6320"
"","10.2400","0.4287","0.6328"
"","10.2600","0.4295","0.6337"
"","10.2800","0.4302","0.6342"
"","10.3000","0.4310","0.6351"
"","10.3200","0.4317","0.6358"
"","10.3400","0.4325","0.6368"
"","10.3600","0.4334","0.6378"
"","10.3800","0.4344","0.6389"
"","10.4000","0.4354","0.6399"
"","10.4200","0.4363","0.6409"
"","10.4400","0.4371","0.6416"
"","10.4600","0.4379","0.6424"
"","10.4800","0.4387","0.6432"
"","10.5000","0.4394","0.6441"
"","10.5200","0.4401","0.6450"
"","10.5400","0.4410","0.6459"
"","10.5600","0.4419","0.6468"
"","10.5800","0.4429","0.6477"
"","10.6000","0.4439","0.6491"
"","10.6200","0.4448","0.6501"
"","10.6400","0.4457","0.6510"
"","10.6600","0.4466","0.6517"
"","10.6800","0.4473","0.6528"
"","10.7000","0.4481","0.6535"
"","10.7200","0.4489","0.6545"
"","10.7400","0.4497","0.6552"
"","10.7600","0.4506","0.6564"
"","10.7800","0.4515","0.6572"
"","10.8000","0.4524","0.6582"
"","10.8200","0.4533","0.6590"
"","10.8400","0.4541","0.6602"
"","10.8600","0.4550","0.6611"
"","10.8800","0.4558","0.6622"
"","10.9000","0.4566","0.6629"
"","10.9200","0.4574","0.6635"
"","10.9400","0.4582","0.6643"
"","10.9600","0.4590","0.6650"
"","10.9800","0.4599","0.6661"
"","11.0000","0.4608","0.6668"
"","11.0200","0.4616","0.6681"
"","11.0400","0.4625","0.6690"
"","11.0600","0.4634","0.6701"
"","11.0800","0.4643","0.6709"
"","11.1000","0.4652","0.6721"
"","11.1200","0.4661","0.6728"
"","11.1400","0.4669","0.6739"
"","11.1600","0.4677","0.6746"
"","11.1800","0.4685","0.6756"
"","11.2000","0.4694","0.6763"
"","11.2200","0.4702","0.6773"
"","11.2400","0.4711","0.6780"
"","11.2600","0.4719","0.6791"
"","11.2800","0.4728","0.6799"
"","11.3000","0.4735","0.6808"
"","11.3200","0.4743","0.6816"
"","11.3400","0.4750","0.6824"
"","11.3600","0.4758","0.6829"
"","11.3800","0.4766","0.6837"
"","11.4000","0.4775","0.6847"
"","11.4200","0.4784","0.6858"
"","11.4400","0.4793","0.6869"
"","11.4600","0.4802","0.6880"
"","11.4800","0.4811","0.6892"
"","11.5000","0.4820","0.6899"
"","11.5200","0.4827","0.6907"
"","11.5400","0.4834","0.6913"
"","11.5600","0.4842","0.6921"
"","11.5800","0.4850","0.6925"
"","11.6000","0.4859","0.6937"
"","11.6200","0.4868","0.6948"
"","11.6400","0.4878","0.6962"
"","11.6600","0.4887","0.6972"
"","11.6800","0.4896","0.6982"
"","11.7000","0.4904","0.6985"
"","11.7200","0.4911","0.6993"
"","11.7400","0.4918","0.6999"
"","11.7600","0.4925","0.7009"
"","11.7800","0.4934","0.7016"
"","11.8000","0.4943","0.7027"
"","11.8200","0.4954","0.7040"
"","11.8400","0.4965","0.7053"
"","11.8600","0.4975","0.7066"
"","11.8800","0.4985","0.7076"
"","11.9000","0.4993","0.7083"
"","11.9200","0.4999","0.7089"
"","11.9400","0.5005","0.7096"
"","11.9600","0.5012","0.7102"
"","11.9800","0.5020","0.7110"
"","12.0000","0.5029","0.7118"
"","12.0200","0.5039","0.7130"
"","12.0400","0.5050","0.7141"
"","12.0600","0.5060","0.7157"
"","12.0800","0.5069","0.7167"
"","12.1000","0.5076","0.7174"
"","12.1200","0.5082","0.7177"
"","12.1400","0.5088","0.7181"
"","12.1600","0.5094","0.7186"
"","12.1800","0.5103","0.7196"
"","12.2000","0.5112","0.7205"
"","12.2200","0.5123","0.7220"
"","12.2400","0.5135","0.7235"
"","12.2600","0.5146","0.7248"
"","12.2800","0.5155","0.7255"
"","12.3000","0.5162","0.7261"
"","12.3200","0.5168","0.7267"
"","12.3400","0.5174","0.7271"
"","12.3600","0.5181","0.7278"
"","12.3800","0.5189","0.7289"
"","12.4000","0.5198","0.7300"
"","12.4200","0.5209","0.7311"
"","12.4400","0.5220","0.7323"
"","12.4600","0.5230","0.7334"
"","12.4800","0.5238","0.7345"
"","12.5000","0.5245","0.7349"
"","12.5200","0.5250","0.7355"
"","12.5400","0.5256","0.7356"
"","12.5600","0.5263","0.7362"
"","12.5800","0.5271","0.7370"
"","12.6000","0.5280","0.7384"
"","12.6200","0.5291","0.7396"
"","12.6400","0.5303","0.7413"
"","12.6600","0.5314","0.7425"
"","12.6800","0.5323","0.7434"
"","12.7000","0.5330","0.7439"
"","12.7200","0.5335","0.7443"
"","12.7400","0.5341","0.7448"
"","12.7600","0.5348","0.7455"
"","12.7800","0.5356","0.7463"
"","12.8000","0.5365","0.7475"
"","12.8200","0.5376","0.7487"
"","12.8400","0.5387","0.7498"
"","12.8600","0.5398","0.7511"
"","12.8800","0.5407","0.7518"
"","12.9000","0.5414","0.7526"
"","12.9200","0.5420","0.7532"
"","12.9400","0.5426","0.7539"
"","12.9600","0.5433","0.7545"
"","12.9800","0.5441","0.7554"
"","13.0000","0.5451","0.7564"
"","13.0200","0.5462","0.7579"
"","13.0400","0.5473","0.7591"
"","13.0600","0.5484","0.7603"
"","13.0800","0.5493","0.7609"
"","13.1000","0.5500","0.7618"
"","13.1200","0.5505","0.7624"
"","13.1400","0.5512","0.7629"
"","13.1600","0.5519","0.7635"
"","13.1800","0.5527","0.7645"
"","13.2000","0.5537","0.7656"
"","13.2200","0.5548","0.7670"
"","13.2400","0.5559","0.7683"
"","13.2600","0.5569","0.7693"
"","13.2800","0.5577","0.7701"
"","13.3000","0.5584","0.7705"
"","13.3200","0.5590","0.7711"
"","13.3400","0.5596","0.7715"
"","13.3600","0.5603","0.7725"
"","13.3800","0.5612","0.7733"
"","13.4000","0.5622","0.7746"
"","13.4200","0.5634","0.7760"
"","13.4400","0.5646","0.7775"
"","13.4600","0.5656","0.7783"
"","13.4800","0.5664","0.7792"
"","13.5000","0.5671","0.7797"
"","13.5200","0.5677","0.7803"
"","13.5400","0.5683","0.7805"
"","13.5600","0.5690","0.7814"
"","13.5800","0.5698","0.7822"
"","13.6000","0.5708","0.7835"
"","13.6200","0.5718","0.7844"
"","13.6400","0.5728","0.7857"
"","13.6600","0.5737","0.7867"
"","13.6800","0.5745","0.7874"
"","13.7000","0.5752","0.7879"
"","13.7200","0.5758","0.7883"
"","13.7400","0.5765","0.7888"
"","13.7600","0.5772","0.7897"
"","13.7800","0.5781","0.7911"
"","13.8000","0.5790","0.7920"
"","13.8200","0.5801","0.7932"
"","13.8400","0.5811","0.7941"
"","13.8600","0.5820","0.7952"
"","13.8800","0.5828","0.7959"
"","13.9000","0.5836","0.7969"
"","13.9200","0.5842","0.7974"
"","13.9400","0.5849","0.7983"
"","13.9600","0.5856","0.7988"
"","13.9800","0.5865","0.7996"
"","14.0000","0.5874","0.8004"
"","14.0200","0.5884","0.8019"
"","14.0400","0.5895","0.8028"
"","14.0600","0.5905","0.8043"
"","14.0800","0.5914","0.8053"
"","14.1000","0.5922","0.8058"
"","14.1200","0.5930","0.8064"
"","14.1400","0.5937","0.8072"
"","14.1600","0.5945","0.8079"
"","14.1800","0.5953","0.8086"
"","14.2000","0.5961","0.8097"
"","14.2200","0.5970","0.8108"
"","14.2400","0.5980","0.8119"
"","14.2600","0.5989","0.8129"
"","14.2800","0.5998","0.8138"
"","14.3000","0.6006","0.8144"
"","14.3200","0.6014","0.8153"
"","14.3400","0.6021","0.8158"
"","14.3600","0.6029","0.8169"
"","14.3800","0.6037","0.8176"
"","14.4000","0.6045","0.8187"
"","14.4200","0.6054","0.8193"
"","14.4400","0.6063","0.8205"
"","14.4600","0.6073","0.8214"
"","14.4800","0.6082","0.8226"
"","14.5000","0.6091","0.8234"
"","14.5200","0.6099","0.8243"
"","14.5400","0.6107","0.8250"
"","14.5600","0.6114","0.8257"
"","14.5800","0.6122","0.8264"
"","14.6000","0.6131","0.8272"
"","14.6200","0.6140","0.8282"
"","14.6400","0.6149","0.8293"
"","14.6600","0.6158","0.8302"
"","14.6800","0.6168","0.8314"
"","14.7000","0.6176","0.8325"
"","14.7200","0.6184","0.8330"
"","14.7400","0.6191","0.8337"
"","14.7600","0.6198","0.8342"
"","14.7800","0.6205","0.8351"
"","14.8000","0.6213","0.8357"
"","14.8200","0.6221","0.8367"
"","14.8400","0.6230","0.8375"
"","14.8600","0.6240","0.8387"
"","14.8800","0.6250","0.8396"
"","14.9000","0.6260","0.8408"
"","14.9200","0.6269","0.8417"
"","14.9400","0.6276","0.8425"
"","14.9600","0.6283","0.8431"
"","14.9800","0.6290","0.8438"
"","15.0000","0.6297","0.8443"
"","15.0200","0.6305","0.8453"
"","15.0400","0.6314","0.8462"
"","15.0600","0.6324","0.8472"
"","15.0800","0.6334","0.8484"
"","15.1000","0.6344","0.8496"
"","15.1200","0.6353","0.8505"
"","15.1400","0.6361","0.8512"
"","15.1600","0.6368","0.8520"
"","15.1800","0.6375","0.8527"
"","15.2000","0.6383","0.8534"
"","15.2200","0.6391","0.8542"
"","15.2400","0.6400","0.8553"
"","15.2600","0.6410","0.8562"
"","15.2800","0.6421","0.8576"
"","15.3000","0.6431","0.8585"
