Results Table 1
,Specimen label,Thickness,Width,Length,Rate 1
,,(mm),(mm),(mm),(mm/min)
"1","hdpe","3.20","12.73","94.87","25.40"
"2","hdpe5","3.18","12.73","87.86","127.00"
"3","hdpe20","3.18","12.67","91.29","508.00"

Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","6.6200","2.7749","0.8699"
"","6.6400","2.7833","0.8709"
"","6.6600","2.7915","0.8718"
"","6.6800","2.7999","0.8729"
"","6.7000","2.8085","0.8740"
"","6.7200","2.8174","0.8752"
"","6.7400","2.8263","0.8763"
"","6.7600","2.8348","0.8772"
"","6.7800","2.8430","0.8780"
"","6.8000","2.8512","0.8790"
"","6.8200","2.8595","0.8798"
"","6.8400","2.8679","0.8810"
"","6.8600","2.8763","0.8819"
"","6.8800","2.8846","0.8828"
"","6.9000","2.8929","0.8839"
"","6.9200","2.9013","0.8848"
"","6.9400","2.9100","0.8859"
"","6.9600","2.9188","0.8869"
"","6.9800","2.9274","0.8880"
"","7.0000","2.9359","0.8890"
"","7.0200","2.9442","0.8899"
"","7.0400","2.9527","0.8909"
"","7.0600","2.9612","0.8918"
"","7.0800","2.9696","0.8927"
"","7.1000","2.9779","0.8936"
"","7.1200","2.9862","0.8943"
"","7.1400","2.9946","0.8953"
"","7.1600","3.0034","0.8964"
"","7.1800","3.0123","0.8979"
"","7.2000","3.0211","0.8988"
"","7.2200","3.0296","0.8997"
"","7.2400","3.0378","0.9005"
"","7.2600","3.0460","0.9012"
"","7.2800","3.0544","0.9021"
"","7.3000","3.0628","0.9033"
"","7.3200","3.0712","0.9041"
"","7.3400","3.0794","0.9046"
"","7.3600","3.0878","0.9055"
"","7.3800","3.0963","0.9063"
"","7.4000","3.1052","0.9074"
"","7.4200","3.1140","0.9083"
"","7.4400","3.1226","0.9094"
"","7.4600","3.1309","0.9103"
"","7.4800","3.1390","0.9111"
"","7.5000","3.1473","0.9115"
"","7.5200","3.1557","0.9123"
"","7.5400","3.1641","0.9132"
"","7.5600","3.1724","0.9141"
"","7.5800","3.1808","0.9149"
"","7.6000","3.1893","0.9158"
"","7.6200","3.1981","0.9169"
"","7.6400","3.2070","0.9182"
"","7.6600","3.2157","0.9190"
"","7.6800","3.2241","0.9197"
"","7.7000","3.2322","0.9206"
"","7.7200","3.2404","0.9210"
"","7.7400","3.2488","0.9219"
"","7.7600","3.2573","0.9225"
"","7.7800","3.2657","0.9234"
"","7.8000","3.2740","0.9243"
"","7.8200","3.2824","0.9250"
"","7.8400","3.2910","0.9258"
"","7.8600","3.2999","0.9270"
"","7.8800","3.3087","0.9280"
"","7.9000","3.3173","0.9287"
"","7.9200","3.3255","0.9295"
"","7.9400","3.3337","0.9299"
"","7.9600","3.3421","0.9307"
"","7.9800","3.3506","0.9315"
"","8.0000","3.3590","0.9324"
"","8.0200","3.3674","0.9331"
"","8.0400","3.3757","0.9341"
"","8.0600","3.3842","0.9347"
"","8.0800","3.3930","0.9357"
"","8.1000","3.4018","0.9368"
"","8.1200","3.4104","0.9377"
"","8.1400","3.4187","0.9382"
"","8.1600","3.4269","0.9388"
"","8.1800","3.4352","0.9395"
"","8.2000","3.4437","0.9404"
"","8.2200","3.4521","0.9413"
"","8.2400","3.4604","0.9418"
"","8.2600","3.4687","0.9424"
"","8.2800","3.4770","0.9429"
"","8.3000","3.4857","0.9439"
"","8.3200","3.4945","0.9449"
"","8.3400","3.5034","0.9460"
"","8.3600","3.5119","0.9466"
"","8.3800","3.5201","0.9471"
"","8.4000","3.5283","0.9478"
"","8.4200","3.5367","0.9486"
"","8.4400","3.5453","0.9496"
"","8.4600","3.5538","0.9502"
"","8.4800","3.5622","0.9508"
"","8.5000","3.5705","0.9513"
"","8.5200","3.5790","0.9523"
"","8.5400","3.5878","0.9531"
"","8.5600","3.5966","0.9540"
"","8.5800","3.6051","0.9545"
"","8.6000","3.6134","0.9551"
"","8.6200","3.6216","0.9558"
"","8.6400","3.6300","0.9566"
"","8.6600","3.6386","0.9574"
"","8.6800","3.6470","0.9582"
"","8.7000","3.6554","0.9587"
"","8.7200","3.6637","0.9592"
"","8.7400","3.6720","0.9598"
"","8.7600","3.6807","0.9606"
"","8.7800","3.6895","0.9616"
"","8.8000","3.6982","0.9622"
"","8.8200","3.7066","0.9627"
"","8.8400","3.7148","0.9632"
"","8.8600","3.7232","0.9641"
"","8.8800","3.7316","0.9647"
"","8.9000","3.7401","0.9654"
"","8.9200","3.7484","0.9659"
"","8.9400","3.7567","0.9664"
"","8.9600","3.7650","0.9671"
"","8.9800","3.7735","0.9679"
"","9.0000","3.7823","0.9689"
"","9.0200","3.7911","0.9695"
"","9.0400","3.7998","0.9702"
"","9.0600","3.8081","0.9707"
"","9.0800","3.8164","0.9715"
"","9.1000","3.8247","0.9719"
"","9.1200","3.8331","0.9726"
"","9.1400","3.8416","0.9732"
